"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.248675944E0,1.502649784E1,-1.039199448E1,7.388142586E0
6.264675944E0,1.270165157E1,-8.773437500E0,5.956122398E0
6.280675944E0,1.230700111E1,-5.990015030E0,2.548828840E0
6.296677507E0,1.187946415E1,-3.618424177E0,1.885567904E0
6.312675944E0,1.242397308E1,-1.844713211E0,9.449052215E-1
6.328677507E0,1.358464241E1,6.247717142E-1,-1.756865233E-1
6.344675944E0,1.184395313E1,2.933289766E0,-1.520806551E0
6.360675944E0,6.033656120E0,4.893920898E0,-8.485146761E-1
6.376675944E0,1.527567744E0,6.737474918E0,-1.952481031E0
6.392675944E0,6.779900789E-1,7.535845757E0,-2.760332584E0
6.408675944E0,2.224481344E0,6.838184834E0,-2.125514984E0
6.424675944E0,3.597182512E0,4.815419197E0,-1.415634036E0
6.440675944E0,4.051784039E0,2.663731337E0,-5.173295140E-1
6.456675944E0,3.827792168E0,1.825732112E0,-2.635728717E-1
6.472675944E0,3.659518003E0,1.942645669E0,-9.788454324E-2
6.488675944E0,3.293483019E0,2.372395277E0,-1.655925661E-1
6.504675944E0,2.487690449E0,2.637021780E0,5.605304986E-2
